Department,Gender,Age,Job_Title,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
Engineering,Female,55,Consultant,4,High School,1,6050,39,6,18,1,75,18,14,1,3.42,FALSE
Engineering,Female,23,Specialist,8,Bachelor,2,5400,36,37,29,5,100,9,91,1,2.54,FALSE
Operations,Male,48,Specialist,3,Bachelor,3,5850,42,36,29,10,0,12,60,2,3.88,FALSE
Engineering,Male,47,Manager,1,Bachelor,5,9000,34,6,3,5,0,8,26,1,4.29,FALSE
Legal,Female,47,Engineer,9,Bachelor,3,7800,59,14,25,6,50,3,98,2,3.19,FALSE
IT,Male,30,Specialist,5,Bachelor,4,6300,31,48,29,4,25,5,97,0,1.3,FALSE
HR,Female,54,Analyst,8,PhD,2,4800,31,2,7,10,25,15,10,0,4.88,FALSE
Marketing,Male,31,Engineer,6,High School,3,7800,35,37,11,0,25,1,52,2,1.14,FALSE
IT,Female,60,Engineer,8,Bachelor,3,7800,50,9,21,5,50,8,59,1,4.73,TRUE
Operations,Male,25,Developer,8,High School,2,6000,47,13,8,9,0,12,37,1,3,FALSE
HR,Male,48,Manager,1,Bachelor,3,7800,34,9,4,11,100,6,79,2,4.06,FALSE
HR,Female,53,Analyst,5,Master,4,5600,30,24,4,3,25,14,16,0,3.6,FALSE
Sales,Male,27,Technician,0,PhD,3,4550,37,40,20,8,50,1,64,2,4.61,FALSE
Sales,Male,28,Technician,6,Master,3,4550,38,42,23,14,25,11,20,2,1.29,FALSE
Customer Support,Female,31,Consultant,4,Bachelor,2,6600,32,26,4,11,0,16,32,1,1.92,FALSE
Customer Support,Female,45,Developer,7,Bachelor,3,6500,45,27,14,7,50,5,28,2,4.23,FALSE
Engineering,Female,55,Engineer,6,High School,4,8400,39,7,25,4,0,13,43,0,4.72,FALSE
Marketing,Male,26,Engineer,7,Bachelor,3,7800,59,47,5,12,100,19,96,0,2.83,FALSE
Marketing,Male,55,Technician,2,Bachelor,1,3850,57,48,4,3,75,10,47,2,2.32,FALSE
HR,Female,26,Consultant,7,Bachelor,2,6600,43,21,17,8,0,6,20,1,3.75,FALSE
Finance,Female,49,Developer,6,Bachelor,4,7000,48,40,19,9,75,1,97,0,3.51,FALSE
Marketing,Male,49,Consultant,9,High School,5,8250,47,21,17,14,100,9,24,2,1.18,FALSE
Legal,Female,34,Specialist,8,Bachelor,5,6750,44,19,14,14,50,19,6,1,3.62,FALSE
Legal,Female,54,Manager,2,Bachelor,2,7200,34,6,18,4,0,9,43,2,3.46,FALSE
Operations,Female,51,Developer,3,High School,4,7000,58,25,26,2,75,2,35,0,2.49,FALSE
Operations,Male,31,Specialist,8,Bachelor,2,5400,36,1,13,4,50,15,37,1,2.97,FALSE
Finance,Female,39,Consultant,9,High School,2,6600,38,39,8,4,50,11,87,2,1.24,FALSE
Legal,Female,29,Consultant,1,Bachelor,5,8250,44,6,29,7,100,5,21,0,3.48,FALSE
Operations,Female,49,Analyst,0,PhD,2,4800,45,26,6,11,100,19,77,0,3.31,FALSE
IT,Male,31,Manager,9,High School,1,6600,55,30,14,8,50,18,11,2,2.63,FALSE
Engineering,Male,47,Technician,3,High School,4,4900,50,4,19,7,100,14,96,0,4.61,FALSE
Legal,Female,22,Consultant,3,Bachelor,3,7150,38,0,8,9,100,16,85,2,4.28,FALSE
Marketing,Female,32,Analyst,1,High School,1,4400,39,29,28,6,75,4,1,0,4.68,FALSE
Customer Support,Female,59,Technician,2,High School,3,4550,35,17,5,3,75,18,16,1,4.34,FALSE
Legal,Female,58,Engineer,0,Bachelor,2,7200,37,16,11,7,75,12,76,2,4.68,FALSE
Finance,Female,55,Developer,4,High School,5,7500,53,45,16,14,0,4,55,1,4.5,FALSE
Sales,Female,42,Developer,5,High School,3,6500,60,17,12,0,50,13,2,0,3.83,FALSE
Finance,Other,43,Engineer,0,Bachelor,5,9000,40,13,5,7,0,7,24,1,1.3,FALSE
IT,Male,22,Specialist,3,High School,4,6300,45,19,6,8,0,5,85,2,1.16,FALSE
Finance,Female,35,Technician,8,High School,2,4200,43,32,22,6,50,19,90,1,1.3,FALSE
Sales,Male,49,Specialist,0,Bachelor,5,6750,48,31,3,6,50,18,34,0,3.87,FALSE
Engineering,Female,59,Technician,3,High School,1,3850,35,2,3,6,50,11,11,2,1.23,FALSE
Sales,Male,47,Developer,9,Bachelor,2,6000,35,42,25,10,100,15,94,0,2.92,FALSE
Operations,Other,41,Technician,6,High School,2,4200,53,20,9,7,0,7,77,2,2.47,FALSE
Engineering,Male,29,Technician,4,Bachelor,1,3850,41,37,13,5,75,17,96,2,2.48,FALSE
Marketing,Female,25,Analyst,8,Bachelor,2,4800,55,47,12,5,25,9,45,0,2.15,TRUE
Customer Support,Male,43,Manager,1,High School,5,9000,48,40,17,13,25,7,67,0,2.44,FALSE
Engineering,Female,33,Engineer,6,Bachelor,4,8400,51,33,23,13,25,16,42,2,2.83,FALSE
Finance,Male,25,Developer,5,High School,1,5500,33,10,20,0,0,18,71,2,1.36,FALSE
Finance,Female,58,Manager,8,Bachelor,5,9000,42,36,15,10,75,3,27,1,2.21,FALSE
IT,Male,41,Developer,7,Bachelor,2,6000,48,13,14,7,0,9,9,1,1.67,FALSE
Marketing,Male,38,Analyst,4,PhD,1,4400,32,18,26,4,75,5,63,1,3.87,FALSE
Sales,Male,25,Technician,1,High School,2,4200,46,46,28,7,0,9,28,0,1.53,FALSE
Marketing,Male,25,Analyst,9,Bachelor,2,4800,39,24,23,8,50,2,2,1,3.93,FALSE
Engineering,Female,47,Specialist,7,High School,2,5400,46,8,7,12,100,15,52,1,2.13,TRUE
Legal,Female,38,Technician,3,High School,1,3850,38,8,19,6,0,2,15,1,2.66,FALSE
Sales,Female,39,Analyst,1,High School,2,4800,37,37,14,3,75,13,45,0,4.21,TRUE
Engineering,Male,30,Manager,2,Master,4,8400,52,24,15,8,75,6,88,2,4.27,FALSE
Engineering,Male,52,Consultant,9,Master,3,7150,40,49,17,13,75,13,75,1,2.58,FALSE
Marketing,Male,56,Technician,3,High School,4,4900,47,14,3,9,100,7,88,2,2.23,FALSE
IT,Male,47,Specialist,8,Master,2,5400,45,17,20,11,100,12,85,1,4.45,FALSE
Legal,Male,24,Engineer,9,High School,4,8400,55,6,26,4,0,19,33,0,4.09,FALSE
IT,Female,59,Analyst,0,High School,1,4400,44,46,2,8,100,7,73,1,4.11,FALSE
IT,Female,30,Specialist,2,High School,1,4950,38,36,3,12,75,2,63,2,1.8,FALSE
Finance,Male,56,Consultant,8,PhD,3,7150,58,15,23,1,75,11,77,0,2.14,FALSE
Legal,Male,43,Engineer,5,Bachelor,4,8400,40,18,23,6,50,2,74,0,1.33,FALSE
Operations,Male,51,Specialist,2,High School,5,6750,35,14,25,14,25,19,58,1,3.49,FALSE
Finance,Female,50,Developer,2,Bachelor,5,7500,46,19,10,5,50,7,70,1,3.38,FALSE
Sales,Female,54,Developer,4,High School,3,6500,31,12,7,1,100,11,3,2,3.4,FALSE
Legal,Female,46,Developer,9,High School,2,6000,41,2,7,5,100,9,89,2,3.97,FALSE
Operations,Female,23,Manager,7,Bachelor,5,9000,41,37,6,14,50,18,74,1,3.19,FALSE
Sales,Male,25,Specialist,6,Bachelor,2,5400,58,38,4,7,100,11,98,2,2.63,FALSE
Operations,Female,59,Specialist,8,Bachelor,3,5850,59,45,5,9,50,15,1,0,4.91,TRUE
Operations,Male,50,Engineer,0,Master,3,7800,58,29,14,10,25,19,94,2,2.24,FALSE
Operations,Male,31,Developer,7,Bachelor,4,7000,47,42,7,1,25,12,84,2,3.11,FALSE
Marketing,Female,39,Technician,7,Bachelor,5,5250,60,36,9,6,100,11,44,1,1.99,TRUE
IT,Other,40,Engineer,9,Bachelor,5,9000,31,42,10,13,50,15,69,1,4.08,FALSE
Sales,Male,35,Specialist,6,PhD,4,6300,35,44,8,7,25,4,58,0,1.26,FALSE
Operations,Female,25,Engineer,1,Master,4,8400,42,14,9,0,25,7,28,1,3.49,FALSE
Engineering,Female,34,Technician,3,PhD,3,4550,39,29,12,11,25,3,38,0,4.2,FALSE
Engineering,Female,43,Analyst,2,High School,2,4800,59,23,1,1,50,10,21,1,4.29,TRUE
Finance,Female,58,Technician,9,Bachelor,5,5250,48,42,22,3,50,14,14,1,3.31,FALSE
Legal,Male,59,Engineer,7,Bachelor,3,7800,37,36,4,1,100,5,7,1,3.8,FALSE
Sales,Male,33,Technician,8,Bachelor,3,4550,57,44,8,4,75,11,76,2,4.88,FALSE
Legal,Male,35,Analyst,9,High School,4,5600,54,40,11,2,50,9,58,2,1.57,FALSE
HR,Male,54,Specialist,9,Bachelor,2,5400,39,9,10,0,0,1,91,1,4,FALSE
Engineering,Male,32,Manager,5,High School,1,6600,35,8,1,5,50,17,90,1,3.55,FALSE
Marketing,Female,46,Specialist,2,High School,2,5400,55,27,24,4,0,13,45,2,1.66,FALSE
IT,Male,33,Manager,4,PhD,3,7800,40,39,7,5,100,7,74,2,4.21,FALSE
IT,Female,23,Specialist,6,Bachelor,5,6750,59,6,2,5,100,12,15,2,3.64,FALSE
Finance,Male,59,Developer,0,Bachelor,3,6500,58,28,4,7,0,6,6,0,3.72,FALSE
Operations,Female,31,Developer,2,High School,2,6000,55,11,1,5,0,3,93,1,2.88,TRUE
Marketing,Other,43,Engineer,7,Bachelor,5,9000,43,30,19,3,25,1,28,2,1.12,FALSE
HR,Female,32,Developer,0,Bachelor,5,7500,53,45,2,13,75,15,73,2,1.16,FALSE
Finance,Male,36,Developer,7,Bachelor,4,7000,52,25,7,10,75,10,19,0,2.23,FALSE
HR,Male,36,Analyst,4,Master,5,6000,57,1,9,14,75,10,7,1,2.1,FALSE
HR,Male,25,Developer,3,Master,4,7000,51,32,18,2,0,10,58,0,4.6,FALSE
Customer Support,Female,52,Analyst,1,High School,4,5600,51,29,14,1,100,17,69,0,4.13,FALSE
Marketing,Male,40,Consultant,7,High School,3,7150,43,41,13,14,0,12,98,1,3.3,FALSE
Operations,Male,48,Engineer,7,Bachelor,2,7200,57,9,23,11,100,8,55,0,2.54,FALSE
Customer Support,Male,54,Consultant,8,Bachelor,1,6050,37,22,27,6,100,11,6,2,3.65,FALSE
HR,Male,43,Manager,8,High School,3,7800,36,3,29,13,75,9,37,0,3.39,FALSE
HR,Male,30,Engineer,8,PhD,1,6600,60,16,20,10,0,10,66,2,3.37,FALSE
Customer Support,Female,52,Consultant,7,Master,5,8250,36,15,14,11,50,18,15,2,1.26,FALSE
Engineering,Female,32,Engineer,1,High School,4,8400,30,48,22,4,75,6,39,0,2.03,FALSE
Sales,Male,45,Specialist,3,Bachelor,1,4950,32,37,0,7,0,17,13,0,3.77,FALSE
Legal,Female,35,Manager,6,High School,2,7200,51,11,11,11,25,17,3,0,2.21,TRUE
Sales,Male,56,Manager,8,Bachelor,2,7200,53,39,14,8,25,11,71,2,4.74,FALSE
Operations,Male,29,Consultant,1,High School,5,8250,33,42,6,13,100,4,8,2,2.46,FALSE
Marketing,Male,50,Analyst,4,High School,4,5600,54,2,28,8,100,4,55,1,1.79,FALSE
Legal,Male,43,Manager,3,High School,5,9000,53,0,1,3,25,6,81,1,4.39,FALSE
Marketing,Male,26,Analyst,2,High School,4,5600,42,22,22,11,50,13,35,0,1.34,FALSE
Operations,Other,52,Engineer,0,Bachelor,4,8400,40,46,11,9,0,6,90,2,1.77,FALSE
Customer Support,Female,44,Analyst,3,Bachelor,2,4800,46,39,18,0,0,2,24,1,3.44,FALSE
Finance,Male,26,Technician,1,Bachelor,2,4200,36,6,11,9,75,6,66,2,3.95,FALSE
Marketing,Male,58,Consultant,4,Bachelor,5,8250,58,6,12,7,25,13,34,0,2.54,FALSE
HR,Female,57,Specialist,6,Bachelor,2,5400,47,16,26,13,0,4,44,1,4.02,FALSE
IT,Male,22,Consultant,8,Bachelor,1,6050,48,7,22,14,75,1,76,0,1.34,FALSE
HR,Female,34,Engineer,6,PhD,4,8400,44,3,1,11,50,13,77,2,2.62,FALSE
Legal,Other,57,Manager,7,Bachelor,1,6600,46,45,22,5,100,6,37,1,3.24,FALSE
Marketing,Female,55,Technician,5,Bachelor,3,4550,38,27,17,13,100,16,80,2,4.6,FALSE
Finance,Male,57,Technician,8,Bachelor,4,4900,51,49,16,4,0,15,20,2,4.37,FALSE
Engineering,Female,34,Engineer,7,Master,2,7200,39,12,13,0,25,11,55,2,4.09,FALSE
Legal,Female,49,Specialist,4,Bachelor,2,5400,58,6,13,0,75,18,77,1,1.96,FALSE
Operations,Female,46,Technician,8,Bachelor,3,4550,58,33,12,5,100,10,4,0,4.66,FALSE
Finance,Other,59,Technician,0,High School,5,5250,56,12,10,6,100,4,37,2,3.57,FALSE
Marketing,Female,29,Specialist,8,Bachelor,2,5400,58,36,4,8,75,4,54,1,4.99,FALSE
Sales,Male,39,Consultant,3,High School,3,7150,48,15,13,5,0,16,17,2,4.09,FALSE
IT,Male,36,Developer,7,PhD,1,5500,52,45,12,5,75,6,78,2,2.5,FALSE
Marketing,Female,35,Consultant,5,High School,3,7150,59,47,27,2,100,8,58,1,2.6,FALSE
Legal,Male,32,Developer,3,Master,2,6000,44,38,15,5,75,13,60,0,2.03,FALSE
HR,Female,44,Engineer,7,High School,2,7200,30,22,4,7,100,6,53,0,1.7,TRUE
Customer Support,Male,38,Consultant,5,Bachelor,5,8250,56,9,28,14,75,16,6,1,1.86,FALSE
Operations,Male,22,Consultant,1,Bachelor,1,6050,49,7,0,5,0,17,53,1,3.02,FALSE
Engineering,Female,44,Technician,2,Bachelor,2,4200,42,37,18,4,100,6,94,0,2.99,FALSE
Marketing,Female,35,Analyst,6,Bachelor,5,6000,56,47,7,1,75,4,67,1,4.55,TRUE
Marketing,Male,30,Developer,9,High School,4,7000,46,33,23,4,0,15,64,2,4.99,TRUE
Operations,Male,43,Technician,2,Bachelor,2,4200,43,40,4,4,25,19,34,1,3.51,FALSE
HR,Female,25,Consultant,1,Bachelor,4,7700,38,46,10,5,75,6,50,2,2.35,FALSE
Engineering,Male,41,Analyst,0,Bachelor,3,5200,32,4,12,9,25,14,77,2,2.01,FALSE
Engineering,Female,38,Consultant,3,High School,5,8250,48,39,26,12,0,18,54,2,1.7,FALSE
Legal,Female,59,Developer,9,High School,5,7500,53,19,1,5,0,14,26,2,1.51,FALSE
Marketing,Male,32,Manager,2,Bachelor,1,6600,38,4,20,14,25,7,77,0,3.52,TRUE
Customer Support,Male,30,Specialist,2,Bachelor,4,6300,55,1,19,9,50,4,4,2,1.78,FALSE
Customer Support,Female,24,Engineer,2,Master,2,7200,39,12,25,0,50,14,14,1,1.44,FALSE
HR,Male,31,Specialist,2,Bachelor,4,6300,39,33,10,1,100,19,0,0,3.85,FALSE
Sales,Other,51,Technician,8,Bachelor,5,5250,38,35,18,13,100,5,83,1,3.2,FALSE
Operations,Female,35,Engineer,1,High School,5,9000,30,11,23,11,100,7,64,1,1.01,FALSE
HR,Female,34,Specialist,8,Bachelor,2,5400,52,8,21,7,75,16,90,0,3.18,FALSE
Customer Support,Male,27,Analyst,0,Bachelor,1,4400,53,7,21,9,100,13,76,1,4.91,FALSE
Legal,Male,49,Manager,9,Master,3,7800,49,45,12,2,0,8,61,0,3.51,FALSE
Engineering,Female,55,Developer,2,Bachelor,4,7000,39,30,23,1,50,15,65,2,1.12,FALSE
Finance,Female,24,Manager,8,Master,2,7200,54,24,11,0,50,12,26,1,3.32,FALSE
Marketing,Male,57,Engineer,4,Bachelor,3,7800,39,7,27,6,100,8,34,2,2.67,FALSE
Legal,Male,25,Technician,6,Master,2,4200,42,35,5,1,100,18,91,0,3.86,FALSE
Legal,Male,59,Specialist,3,Bachelor,3,5850,45,28,12,12,75,15,72,2,1.15,FALSE
Operations,Female,34,Developer,9,Bachelor,1,5500,43,35,12,2,0,14,68,2,1.76,FALSE
Legal,Male,53,Analyst,9,Master,1,4400,40,7,5,8,50,13,33,1,3.03,FALSE
Engineering,Male,24,Technician,9,High School,2,4200,33,11,22,12,0,6,31,1,1.26,FALSE
Legal,Female,41,Specialist,6,Bachelor,4,6300,36,19,29,4,50,11,61,1,1.38,FALSE
Finance,Male,28,Developer,5,Bachelor,3,6500,52,40,14,7,0,19,66,2,3.24,FALSE
Engineering,Female,48,Manager,0,Bachelor,3,7800,59,5,20,1,50,14,56,0,4.68,FALSE
Legal,Male,43,Developer,6,High School,5,7500,49,43,14,6,100,14,69,2,3.84,FALSE
Sales,Female,51,Developer,0,Bachelor,1,5500,44,4,20,12,100,13,37,2,2.45,FALSE
Customer Support,Male,46,Manager,5,High School,4,8400,46,32,11,5,50,1,57,0,2.49,FALSE
Marketing,Male,24,Developer,7,Bachelor,3,6500,41,6,20,3,50,10,52,0,2.6,FALSE
Engineering,Male,31,Consultant,7,Master,4,7700,53,41,22,9,25,16,51,0,1.75,FALSE
Marketing,Male,47,Consultant,6,High School,5,8250,53,30,0,7,50,5,90,2,2.14,FALSE
Marketing,Male,48,Technician,2,Master,1,3850,53,13,19,1,75,10,16,0,1.85,FALSE
Marketing,Male,50,Consultant,4,Master,4,7700,41,17,26,10,100,6,87,1,2.48,FALSE
Finance,Female,51,Developer,8,High School,2,6000,44,9,27,9,75,7,45,1,3.38,FALSE
HR,Female,38,Developer,8,Bachelor,3,6500,31,46,19,13,75,4,29,0,2.18,FALSE
HR,Female,43,Analyst,7,Master,1,4400,45,16,26,3,100,19,61,2,1.84,FALSE
Operations,Female,58,Consultant,6,Bachelor,4,7700,34,18,2,13,75,16,62,2,2.58,FALSE
Sales,Female,39,Specialist,8,High School,4,6300,35,20,21,2,75,5,95,2,1.34,FALSE
Customer Support,Other,34,Specialist,6,PhD,5,6750,42,34,14,8,100,13,27,0,2.44,FALSE
Operations,Female,54,Manager,1,High School,2,7200,43,36,27,4,25,5,79,0,3.7,FALSE
Sales,Male,42,Specialist,7,Bachelor,2,5400,37,34,0,9,100,8,57,2,1.69,FALSE
Sales,Male,56,Engineer,4,High School,4,8400,49,32,12,8,0,14,59,1,4.77,FALSE
Customer Support,Other,26,Consultant,5,Bachelor,2,6600,50,32,21,4,50,4,34,2,3.46,FALSE
IT,Male,31,Engineer,0,High School,3,7800,52,41,28,4,25,1,16,2,1.64,FALSE
HR,Female,46,Manager,5,Bachelor,1,6600,37,39,20,0,25,15,7,2,3.75,FALSE
Operations,Male,43,Engineer,7,Master,4,8400,47,16,18,8,25,4,4,1,4.46,FALSE
Finance,Male,37,Manager,7,Master,5,9000,40,46,2,6,50,11,92,2,1.37,FALSE
Customer Support,Male,31,Engineer,6,High School,1,6600,45,13,4,6,25,18,2,0,2.4,FALSE
HR,Male,29,Consultant,9,High School,3,7150,40,37,27,13,0,18,28,1,1.75,FALSE
Customer Support,Female,23,Developer,3,Bachelor,3,6500,40,9,2,14,100,13,17,0,1.95,FALSE
Customer Support,Male,60,Engineer,5,Bachelor,1,6600,56,14,8,9,50,13,49,0,4.04,FALSE
Sales,Male,29,Specialist,0,Bachelor,3,5850,49,7,28,7,75,4,38,1,3.59,FALSE
Sales,Female,30,Technician,9,High School,3,4550,51,15,26,12,25,2,30,0,1.6,TRUE
Operations,Male,41,Manager,1,Master,2,7200,35,37,20,8,25,13,2,0,1.89,FALSE
IT,Female,23,Manager,6,Bachelor,5,9000,55,15,20,4,100,4,69,2,1.88,FALSE
HR,Female,41,Analyst,3,High School,4,5600,48,36,29,3,0,14,40,1,1.37,FALSE
HR,Male,26,Engineer,6,Bachelor,1,6600,47,31,22,5,25,11,56,2,3.31,FALSE
Marketing,Male,48,Analyst,7,High School,3,5200,47,42,3,6,100,17,36,2,2.31,TRUE
Engineering,Other,24,Consultant,7,Bachelor,3,7150,44,27,9,2,100,4,42,1,2.9,FALSE
Finance,Male,44,Engineer,1,High School,3,7800,31,49,13,1,100,7,63,2,4.2,TRUE
Engineering,Male,45,Engineer,1,Master,1,6600,41,7,25,0,100,5,89,1,3.44,FALSE
HR,Female,55,Engineer,4,High School,2,7200,46,38,2,2,100,10,2,2,3.75,TRUE
IT,Male,34,Consultant,5,High School,4,7700,47,5,20,10,50,13,6,0,3.82,FALSE
Engineering,Female,44,Consultant,6,Bachelor,4,7700,54,33,20,14,50,15,11,2,2.02,FALSE
Sales,Male,48,Consultant,2,Bachelor,4,7700,38,47,13,14,25,19,30,1,2.09,FALSE
HR,Other,33,Technician,6,Bachelor,1,3850,45,38,21,11,100,13,82,1,4,FALSE
HR,Female,33,Developer,8,Bachelor,4,7000,40,42,22,0,100,18,93,1,2.83,FALSE
Legal,Male,58,Developer,4,High School,5,7500,40,4,21,10,0,12,30,2,3.6,FALSE
Operations,Male,33,Engineer,5,Bachelor,2,7200,58,3,12,6,0,5,65,0,1.25,FALSE
IT,Female,32,Specialist,9,Bachelor,4,6300,31,49,12,6,0,5,56,1,4.59,FALSE
Legal,Male,34,Consultant,6,High School,5,8250,53,25,11,1,0,15,27,0,1.22,FALSE
Finance,Male,43,Analyst,0,High School,2,4800,33,36,18,8,75,19,65,2,4.74,FALSE
Sales,Female,31,Manager,2,Bachelor,1,6600,34,36,24,6,50,15,97,2,3.05,FALSE
HR,Male,35,Technician,1,Bachelor,4,4900,47,11,27,10,25,16,38,0,2.05,FALSE
IT,Female,29,Specialist,0,Master,5,6750,34,5,24,7,25,1,50,0,4.01,FALSE
Finance,Female,23,Manager,1,Bachelor,4,8400,40,33,21,7,0,9,19,1,3.16,FALSE
Finance,Female,59,Specialist,3,PhD,4,6300,43,37,6,9,75,9,66,0,3.98,FALSE
IT,Male,39,Consultant,7,Bachelor,2,6600,30,20,15,5,50,15,86,1,2.04,FALSE
Customer Support,Male,47,Specialist,0,PhD,3,5850,33,22,5,13,25,15,37,1,3.92,FALSE
IT,Male,41,Manager,6,Bachelor,5,9000,42,0,15,7,25,12,42,2,1.95,FALSE
IT,Female,42,Analyst,4,Master,2,4800,51,15,15,10,100,3,61,2,4.93,FALSE
Engineering,Female,22,Technician,3,High School,2,4200,45,23,4,11,0,3,4,1,3.33,TRUE
Finance,Female,27,Specialist,3,Bachelor,5,6750,36,21,19,12,75,14,54,0,1.54,FALSE
Finance,Male,58,Developer,3,Bachelor,2,6000,55,12,21,10,75,16,38,1,2.07,FALSE
Customer Support,Other,24,Developer,2,Master,2,6000,53,19,4,2,75,7,76,1,1.68,FALSE
HR,Female,34,Specialist,6,High School,2,5400,31,15,5,13,50,3,12,1,3.19,FALSE
IT,Male,39,Engineer,6,Master,3,7800,53,34,21,9,0,5,25,2,2.5,FALSE
Customer Support,Female,29,Developer,5,High School,1,5500,46,29,2,1,0,1,8,2,1.11,FALSE
HR,Male,42,Consultant,8,High School,5,8250,56,39,22,9,0,5,6,0,4.53,FALSE
IT,Male,46,Engineer,2,Bachelor,2,7200,49,29,26,10,0,16,48,1,4.62,FALSE
Sales,Male,28,Analyst,0,High School,5,6000,47,35,26,12,0,7,13,1,2.06,FALSE
Legal,Female,37,Developer,3,Master,2,6000,56,27,2,5,50,3,27,0,2.61,FALSE
Sales,Male,54,Consultant,8,Bachelor,1,6050,41,1,2,12,100,8,2,0,1.02,FALSE
Legal,Male,58,Specialist,1,Bachelor,1,4950,47,43,21,13,50,3,81,2,1.38,TRUE
Sales,Female,35,Technician,4,High School,2,4200,33,12,12,7,25,7,92,2,3.01,FALSE
Operations,Male,39,Consultant,6,High School,1,6050,32,48,1,3,0,11,78,2,1.95,FALSE
Legal,Female,52,Consultant,4,Bachelor,5,8250,36,12,7,11,100,18,39,0,1.78,FALSE
Finance,Male,45,Engineer,9,Bachelor,1,6600,39,29,29,14,0,9,49,1,3.18,FALSE
HR,Male,32,Analyst,8,High School,2,4800,39,3,4,7,75,19,76,2,3.75,FALSE
IT,Female,44,Consultant,3,Master,5,8250,48,7,0,13,0,12,75,2,4.53,FALSE
Marketing,Male,25,Developer,8,Bachelor,5,7500,49,16,20,1,50,12,61,2,1.98,FALSE
Marketing,Female,56,Manager,3,High School,4,8400,49,21,22,8,100,4,40,0,1.13,FALSE
Operations,Male,31,Analyst,6,High School,3,5200,42,11,26,12,50,16,14,1,1.43,FALSE
IT,Male,56,Specialist,3,Master,5,6750,58,20,15,3,0,10,76,0,4.5,FALSE
Marketing,Other,42,Specialist,7,Master,1,4950,41,28,18,9,0,12,14,0,2.22,FALSE
Finance,Male,46,Specialist,5,High School,4,6300,49,30,5,14,50,3,1,0,3.8,FALSE
Finance,Female,46,Consultant,5,Bachelor,5,8250,30,0,13,10,0,1,75,2,3.01,FALSE
HR,Male,29,Manager,0,Bachelor,3,7800,55,15,29,11,50,11,37,2,1.27,FALSE
Engineering,Male,45,Consultant,2,Bachelor,3,7150,34,15,25,0,50,15,29,2,4.06,FALSE
IT,Female,49,Consultant,5,Bachelor,1,6050,60,47,23,11,0,13,21,0,2.01,FALSE
Sales,Male,28,Engineer,6,Bachelor,1,6600,60,21,15,9,100,3,80,2,3.44,TRUE
Legal,Female,53,Manager,6,Master,3,7800,43,1,18,13,100,18,91,1,3.27,FALSE
Customer Support,Male,28,Manager,1,Bachelor,4,8400,37,2,8,6,75,10,23,0,1.58,FALSE
Marketing,Male,28,Engineer,8,Master,1,6600,59,12,28,9,25,18,88,1,4.16,FALSE
Marketing,Female,57,Consultant,4,Bachelor,5,8250,57,4,27,2,0,9,36,0,2.22,FALSE
Engineering,Female,52,Analyst,1,Bachelor,2,4800,35,31,22,12,0,13,31,0,2.15,FALSE
Finance,Female,54,Developer,6,High School,4,7000,40,43,10,13,100,4,3,2,2.63,TRUE
Operations,Female,39,Specialist,0,Bachelor,3,5850,35,38,2,12,25,10,91,0,1.91,FALSE
Marketing,Male,60,Engineer,8,Bachelor,2,7200,51,49,21,3,25,3,55,2,3.86,FALSE
Sales,Female,36,Technician,4,High School,3,4550,32,44,12,4,0,3,65,1,3.27,FALSE
Engineering,Male,38,Engineer,0,High School,1,6600,32,26,28,10,75,13,35,0,1.56,FALSE
Legal,Male,56,Engineer,3,Bachelor,5,9000,34,3,0,1,25,2,52,0,1.36,FALSE
Marketing,Female,35,Engineer,3,High School,4,8400,44,44,9,11,25,19,96,0,1.11,FALSE
Customer Support,Female,31,Manager,6,Bachelor,4,8400,32,30,2,3,25,19,7,1,2.46,FALSE
Sales,Female,58,Manager,5,Bachelor,5,9000,47,28,14,12,75,2,20,1,3.6,FALSE
Marketing,Male,60,Technician,9,High School,2,4200,32,5,6,3,25,14,88,0,3.82,FALSE
Marketing,Female,52,Analyst,7,High School,3,5200,45,3,9,4,50,17,42,1,3.31,FALSE
Legal,Female,45,Technician,0,High School,5,5250,42,16,27,6,25,12,60,2,1.64,FALSE
Sales,Male,37,Engineer,4,Bachelor,4,8400,42,23,4,2,100,19,21,2,4.99,FALSE
HR,Female,50,Developer,1,High School,2,6000,59,9,0,13,25,7,29,1,3.76,FALSE
Sales,Female,41,Manager,2,Bachelor,1,6600,59,9,21,14,75,4,28,2,2.52,FALSE
Finance,Male,28,Analyst,7,High School,4,5600,52,6,18,2,50,12,19,2,1.73,FALSE
Customer Support,Male,40,Manager,6,Master,1,6600,35,18,23,3,0,16,48,0,3.61,FALSE
Sales,Female,46,Consultant,2,High School,2,6600,43,24,12,9,100,8,48,0,4.01,FALSE
Engineering,Female,37,Engineer,4,Bachelor,4,8400,58,34,22,5,25,9,66,1,3.5,FALSE
Marketing,Female,27,Manager,3,High School,4,8400,31,12,7,1,75,12,18,2,1.52,FALSE
IT,Male,25,Specialist,3,Bachelor,2,5400,36,16,12,0,50,18,66,1,4.56,TRUE
Sales,Female,42,Specialist,0,Bachelor,4,6300,54,38,14,1,75,4,97,0,2.21,TRUE
